Notifications started.
d0 07 c3 07 00 00
ce 07 c2 07 00 00
cf 07 c2 07 00 00
d4 07 c5 07 00 00
d2 07 c5 07 00 00
d6 07 c7 07 00 00
d2 07 c6 07 00 00
d6 07 c8 07 00 00
d8 07 ca 07 00 00
dc 07 cd 07 00 00
d7 07 cb 07 00 00
d8 07 cb 07 00 00
de 07 cf 07 00 00
dd 07 d0 07 00 00
dd 07 d0 07 00 00
da 07 ce 07 00 00
de 07 d0 07 00 00
Notifications stopped.
--- 18
Notifications started.
e3 07 d7 07 00 00
e7 07 d9 07 00 00
e6 07 d9 07 00 00
e3 07 d7 07 00 00
e5 07 d8 07 00 00
e4 07 d7 07 00 00
e1 07 d5 07 00 00
df 07 d3 07 00 00
e4 07 d5 07 00 00
e4 07 d6 07 00 00
e5 07 d7 07 00 00
e4 07 d7 07 00 00
e3 07 d6 07 00 00
e5 07 d7 07 00 00
e5 07 d8 07 00 00
e4 07 d7 07 00 00
e1 07 d5 07 00 00
e4 07 d6 07 00 00
e3 07 d6 07 00 00
e0 07 d4 07 00 00
ea 07 d9 07 00 00
e1 07 d6 07 00 00
e3 07 d6 07 00 00
e3 07 d6 07 00 00
e5 07 d7 07 00 00
e8 07 d9 07 00 00
e2 07 d7 07 00 00
e3 07 d6 07 00 00
e3 07 d6 07 00 00
e7 07 d8 07 00 00
e9 07 da 07 00 00
e7 07 da 07 00 00
e3 07 d8 07 00 00
e9 07 da 07 00 00
e4 07 d8 07 00 00
e6 07 d9 07 00 00
e9 07 db 07 00 00
e4 07 d9 07 00 00
e7 07 da 07 00 00
e4 07 d8 07 00 00
e4 07 d7 07 00 00
e4 07 d7 07 00 00
e5 07 d8 07 00 00
e8 07 da 07 00 00
e4 07 d8 07 00 00
e4 07 d7 07 00 00
e4 07 d7 07 00 00
e8 07 d9 07 00 00
e4 07 d8 07 00 00
e2 07 d6 07 00 00
e4 07 d7 07 00 00
e5 07 d8 07 00 00
e5 07 d8 07 00 00
e6 07 d9 07 00 00
e1 07 d6 07 00 00
e1 07 d5 07 00 00
e1 07 d4 07 00 00
de 07 d2 07 00 00
de 07 d1 07 00 00
df 07 d2 07 00 00
e0 07 d3 07 00 00
dd 07 d1 07 00 00
df 07 d2 07 00 00
e1 07 d3 07 00 00
e1 07 d4 07 00 00
de 07 d2 07 00 00
e1 07 d3 07 00 00
e4 07 d5 07 00 00
e4 07 d6 07 00 00
e6 07 d8 07 00 00
e2 07 d6 07 00 00
e7 07 d8 07 00 00
e0 07 d5 07 00 00
e2 07 d5 07 00 00
de 07 d3 07 00 00
dd 07 d1 07 00 00
e3 07 d4 07 00 00
e0 07 d3 07 00 00
dd 07 d1 07 00 00
db 07 cf 07 00 00
dc 07 cf 07 00 00
dd 07 d0 07 00 00
db 07 cf 07 00 00
dc 07 cf 07 00 00
de 07 d0 07 00 00
db 07 cf 07 00 00
de 07 d0 07 00 00
df 07 d1 07 00 00
dc 07 d0 07 00 00
dc 07 cf 07 00 00
da 07 ce 07 00 00
da 07 cd 07 00 00
da 07 cd 07 00 00
d5 07 ca 07 00 00
d8 07 cb 07 00 00
d9 07 cc 07 00 00
d4 07 c9 07 00 00
d4 07 c8 07 00 00
da 07 cb 07 00 00
d8 07 cb 07 00 00
d4 07 c9 07 00 00
d3 07 c7 07 00 00
d5 07 c8 07 00 00
d6 07 c9 07 00 00
d4 07 c8 07 00 00
d7 07 c9 07 00 00
d2 07 c7 07 00 00
d4 07 c7 07 00 00
cf 07 c4 07 00 00
d5 07 c6 07 00 00
d2 07 c5 07 00 00
cf 07 c3 07 00 00
d1 07 c4 07 00 00
cb 07 c0 07 00 00
d1 07 c2 07 00 00
cd 07 c1 07 00 00
d3 07 c4 07 00 00
d0 07 c3 07 00 00
d1 07 c4 07 00 00
ce 07 c2 07 00 00
d0 07 c3 07 00 00
d3 07 c5 07 00 00
d4 07 c6 07 00 00
d1 07 c5 07 00 00
d3 07 c6 07 00 00
d5 07 c7 07 00 00
d1 07 c5 07 00 00
d2 07 c5 07 00 00
d3 07 c6 07 00 00
d3 07 c6 07 00 00
d5 07 c7 07 00 00
d3 07 c6 07 00 00
d6 07 c8 07 00 00
d2 07 c6 07 00 00
ce 07 c3 07 00 00
d0 07 c3 07 00 00
d1 07 c4 07 00 00
d0 07 c3 07 00 00
cf 07 c2 07 00 00
cd 07 c1 07 00 00
cf 07 c2 07 00 00
ce 07 c1 07 00 00
d4 07 c5 07 00 00
cd 07 c2 07 00 00
d3 07 c4 07 00 00
d0 07 c3 07 00 00
cf 07 c2 07 00 00
cf 07 c2 07 00 00
ce 07 c1 07 00 00
ce 07 c1 07 00 00
cc 07 c0 07 00 00
d1 07 c2 07 00 00
d0 07 c3 07 00 00
d2 07 c4 07 00 00
d1 07 c4 07 00 00
d4 07 c6 07 00 00
d0 07 c4 07 00 00
d2 07 c5 07 00 00
cd 07 c2 07 00 00
ce 07 c1 07 00 00
d2 07 c3 07 00 00
d6 07 c7 07 00 00
cf 07 c4 07 00 00
cf 07 c3 07 00 00
d2 07 c4 07 00 00
cd 07 c2 07 00 00
cf 07 c2 07 00 00
Notifications stopped.
--- 19
Notifications started.
d0 07 c1 07 00 00
d1 07 c3 07 00 00
cb 07 c0 07 00 00
cd 07 c0 07 00 00
cb 07 bf 07 00 00
cb 07 be 07 00 00
c9 07 bd 07 00 00
c8 07 bc 07 00 00
ce 07 bf 07 00 00
cb 07 be 07 00 00
cc 07 bf 07 00 00
cd 07 c0 07 00 00
ce 07 c1 07 00 00
d0 07 c2 07 00 00
ce 07 c1 07 00 00
cc 07 c0 07 00 00
cd 07 c0 07 00 00
d2 07 c3 07 00 00
ce 07 c2 07 00 00
ce 07 c1 07 00 00
ce 07 c1 07 00 00
cc 07 c0 07 00 00
cd 07 c0 07 00 00
c7 07 bc 07 00 00
ca 07 bd 07 00 00
d0 07 c1 07 00 00
ce 07 c1 07 00 00
d1 07 c3 07 00 00
cb 07 c0 07 00 00
ce 07 c1 07 00 00
cd 07 c0 07 00 00
cb 07 bf 07 00 00
d0 07 c1 07 00 00
cf 07 c2 07 00 00
ce 07 c1 07 00 00
cd 07 c0 07 00 00
cd 07 c0 07 00 00
cd 07 c0 07 00 00
cf 07 c1 07 00 00
cc 07 c0 07 00 00
cd 07 c0 07 00 00
ce 07 c1 07 00 00
ca 07 bf 07 00 00
cd 07 c0 07 00 00
cb 07 bf 07 00 00
cc 07 bf 07 00 00
cb 07 be 07 00 00
cb 07 be 07 00 00
cd 07 bf 07 00 00
ca 07 be 07 00 00
cb 07 be 07 00 00
cc 07 bf 07 00 00
cd 07 c0 07 00 00
cd 07 c0 07 00 00
cd 07 c0 07 00 00
cb 07 bf 07 00 00
ca 07 be 07 00 00
ca 07 bd 07 00 00
cc 07 be 07 00 00
cb 07 be 07 00 00
cb 07 be 07 00 00
cb 07 be 07 00 00
ce 07 c0 07 00 00
d0 07 c2 07 00 00
d0 07 c3 07 00 00
cf 07 c2 07 00 00
d1 07 c3 07 00 00
cd 07 c1 07 00 00
cd 07 c0 07 00 00
ce 07 c1 07 00 00
cf 07 c2 07 00 00
cf 07 c2 07 00 00
cf 07 c2 07 00 00
cf 07 c2 07 00 00
cc 07 c0 07 00 00
cf 07 c1 07 00 00
d2 07 c3 07 00 00
cf 07 c2 07 00 00
cf 07 c2 07 00 00
d5 07 c6 07 00 00
d1 07 c5 07 00 00
cf 07 c3 07 00 00
d0 07 c3 07 00 00
d4 07 c5 07 00 00
d5 07 c7 07 00 00
d5 07 c8 07 00 00
d0 07 c5 07 00 00
cf 07 c3 07 00 00
d1 07 c4 07 00 00
d1 07 c4 07 00 00
d3 07 c5 07 00 00
d3 07 c6 07 00 00
d6 07 c8 07 00 00
d5 07 c8 07 00 00
d5 07 c8 07 00 00
d7 07 c9 07 00 00
d6 07 c9 07 00 00
db 07 cc 07 00 00
d7 07 cb 07 00 00
dd 07 ce 07 00 00
db 07 ce 07 00 00
da 07 cd 07 00 00
db 07 ce 07 00 00
db 07 ce 07 00 00
d7 07 cc 07 00 00
dd 07 ce 07 00 00
dd 07 cf 07 00 00
db 07 ce 07 00 00
dc 07 cf 07 00 00
da 07 ce 07 00 00
d8 07 cc 07 00 00
dd 07 ce 07 00 00
da 07 cd 07 00 00
d7 07 cb 07 00 00
d8 07 cb 07 00 00
dc 07 cd 07 00 00
d5 07 ca 07 00 00
d8 07 cb 07 00 00
d7 07 ca 07 00 00
db 07 cc 07 00 00
dd 07 ce 07 00 00
de 07 d0 07 00 00
d8 07 cd 07 00 00
db 07 ce 07 00 00
dd 07 cf 07 00 00
d8 07 cd 07 00 00
d6 07 cb 07 00 00
d6 07 ca 07 00 00
d8 07 cb 07 00 00
da 07 cc 07 00 00
d6 07 ca 07 00 00
d6 07 c9 07 00 00
d8 07 ca 07 00 00
d5 07 c9 07 00 00
d4 07 c8 07 00 00
d1 07 c6 07 00 00
d2 07 c5 07 00 00
d7 07 c8 07 00 00
d5 07 c8 07 00 00
d5 07 c8 07 00 00
d3 07 c7 07 00 00
d4 07 c7 07 00 00
d3 07 c6 07 00 00
d7 07 c8 07 00 00
d5 07 c8 07 00 00
d5 07 c8 07 00 00
d6 07 c9 07 00 00
d5 07 c8 07 00 00
d6 07 c9 07 00 00
d8 07 ca 07 00 00
d8 07 cb 07 00 00
d8 07 cb 07 00 00
d8 07 cb 07 00 00
d8 07 cb 07 00 00
d6 07 ca 07 00 00
de 07 ce 07 00 00
d6 07 cb 07 00 00
d9 07 cc 07 00 00
d6 07 ca 07 00 00
d5 07 c9 07 00 00
Notifications stopped.
--- 20
Notifications started.
d0 07 c3 07 00 00
cf 07 c2 07 00 00
d4 07 c5 07 00 00
d1 07 c4 07 00 00
d5 07 c6 07 00 00
d2 07 c5 07 00 00
d6 07 c7 07 00 00
d2 07 c6 07 00 00
d7 07 c8 07 00 00
d5 07 c8 07 00 00
d5 07 c8 07 00 00
d4 07 c7 07 00 00
d4 07 c7 07 00 00
d7 07 c9 07 00 00
d1 07 c6 07 00 00
d4 07 c7 07 00 00
d1 07 c5 07 00 00
d1 07 c4 07 00 00
d2 07 c5 07 00 00
d0 07 c4 07 00 00
d2 07 c5 07 00 00
d4 07 c6 07 00 00
d7 07 c8 07 00 00
d1 07 c6 07 00 00
d4 07 c7 07 00 00
d2 07 c6 07 00 00
d0 07 c4 07 00 00
ce 07 c2 07 00 00
d3 07 c4 07 00 00
cf 07 c3 07 00 00
d3 07 c5 07 00 00
d3 07 c6 07 00 00
d1 07 c5 07 00 00
cd 07 c2 07 00 00
d0 07 c3 07 00 00
cf 07 c2 07 00 00
d0 07 c3 07 00 00
ce 07 c2 07 00 00
d2 07 c4 07 00 00
ce 07 c2 07 00 00
cc 07 c0 07 00 00
d2 07 c3 07 00 00
cc 07 c1 07 00 00
cb 07 bf 07 00 00
cf 07 c1 07 00 00
cd 07 c0 07 00 00
ce 07 c1 07 00 00
d0 07 c2 07 00 00
ce 07 c1 07 00 00
cd 07 c0 07 00 00
d1 07 c2 07 00 00
d0 07 c3 07 00 00
d0 07 c3 07 00 00
cd 07 c1 07 00 00
d0 07 c2 07 00 00
cc 07 c0 07 00 00
cd 07 c0 07 00 00
cc 07 bf 07 00 00
d5 07 c4 07 00 00
cd 07 c2 07 00 00
cd 07 c1 07 00 00
cd 07 c0 07 00 00
cf 07 c1 07 00 00
cd 07 c0 07 00 00
d5 07 c5 07 00 00
d1 07 c4 07 00 00
ce 07 c2 07 00 00
cf 07 c2 07 00 00
cc 07 c0 07 00 00
d0 07 c2 07 00 00
d1 07 c3 07 00 00
d3 07 c5 07 00 00
d0 07 c4 07 00 00
cf 07 c3 07 00 00
d1 07 c4 07 00 00
d0 07 c3 07 00 00
d6 07 c7 07 00 00
d2 07 c6 07 00 00
d5 07 c7 07 00 00
d1 07 c5 07 00 00
d5 07 c7 07 00 00
d4 07 c7 07 00 00
d0 07 c5 07 00 00
d1 07 c4 07 00 00
d5 07 c6 07 00 00
d3 07 c6 07 00 00
d3 07 c6 07 00 00
d4 07 c7 07 00 00
d3 07 c6 07 00 00
cd 07 c2 07 00 00
d1 07 c3 07 00 00
d3 07 c5 07 00 00
d1 07 c4 07 00 00
d2 07 c5 07 00 00
d4 07 c6 07 00 00
d2 07 c5 07 00 00
d5 07 c7 07 00 00
d6 07 c8 07 00 00
d3 07 c7 07 00 00
d3 07 c6 07 00 00
cf 07 c4 07 00 00
d3 07 c5 07 00 00
d0 07 c4 07 00 00
d0 07 c3 07 00 00
d0 07 c3 07 00 00
cc 07 c1 07 00 00
cd 07 c0 07 00 00
cf 07 c1 07 00 00
d5 07 c5 07 00 00
d2 07 c5 07 00 00
cf 07 c3 07 00 00
cf 07 c2 07 00 00
cd 07 c1 07 00 00
ca 07 bf 07 00 00
ce 07 c0 07 00 00
cc 07 bf 07 00 00
cc 07 bf 07 00 00
cb 07 be 07 00 00
cb 07 be 07 00 00
c9 07 bd 07 00 00
ca 07 bd 07 00 00
cc 07 be 07 00 00
cd 07 bf 07 00 00
ca 07 be 07 00 00
ce 07 c0 07 00 00
cc 07 bf 07 00 00
cd 07 c0 07 00 00
cf 07 c1 07 00 00
cb 07 bf 07 00 00
ca 07 be 07 00 00
cf 07 c0 07 00 00
d1 07 c2 07 00 00
Notifications stopped.
--- 21
Notifications started.
cf 07 c3 07 00 00
d3 07 c5 07 00 00
cf 07 c3 07 00 00
d1 07 c4 07 00 00
cd 07 c2 07 00 00
d1 07 c3 07 00 00
ce 07 c2 07 00 00
d4 07 c5 07 00 00
cf 07 c3 07 00 00
d1 07 c4 07 00 00
d1 07 c4 07 00 00
ce 07 c2 07 00 00
d1 07 c3 07 00 00
d7 07 c7 07 00 00
d5 07 c8 07 00 00
cc 07 c3 07 00 00
cc 07 c1 07 00 00
ce 07 c1 07 00 00
cd 07 c0 07 00 00
cf 07 c1 07 00 00
cc 07 c0 07 00 00
d0 07 c2 07 00 00
ce 07 c1 07 00 00
cb 07 bf 07 00 00
cc 07 bf 07 00 00
cd 07 c0 07 00 00
d2 07 c3 07 00 00
d1 07 c4 07 00 00
d1 07 c4 07 00 00
ce 07 c2 07 00 00
d0 07 c3 07 00 00
d3 07 c5 07 00 00
cf 07 c3 07 00 00
cf 07 c2 07 00 00
d0 07 c3 07 00 00
d2 07 c4 07 00 00
d1 07 c4 07 00 00
d2 07 c5 07 00 00
d3 07 c6 07 00 00
d1 07 c5 07 00 00
d0 07 c4 07 00 00
d1 07 c4 07 00 00
d0 07 c3 07 00 00
cf 07 c2 07 00 00
cf 07 c2 07 00 00
d3 07 c4 07 00 00
cf 07 c3 07 00 00
d2 07 c4 07 00 00
d2 07 c5 07 00 00
d4 07 c6 07 00 00
d2 07 c5 07 00 00
d1 07 c4 07 00 00
cd 07 c2 07 00 00
cf 07 c2 07 00 00
ce 07 c1 07 00 00
d0 07 c2 07 00 00
d1 07 c3 07 00 00
d7 07 c7 07 00 00
d8 07 c9 07 00 00
cf 07 c5 07 00 00
d2 07 c5 07 00 00
d6 07 c7 07 00 00
d2 07 c6 07 00 00
d7 07 c8 07 00 00
d4 07 c7 07 00 00
d3 07 c6 07 00 00
d5 07 c7 07 00 00
d3 07 c6 07 00 00
d5 07 c7 07 00 00
d8 07 c9 07 00 00
d2 07 c7 07 00 00
d3 07 c6 07 00 00
d0 07 c4 07 00 00
d3 07 c5 07 00 00
d3 07 c6 07 00 00
d3 07 c6 07 00 00
d5 07 c7 07 00 00
d4 07 c7 07 00 00
d7 07 c9 07 00 00
d6 07 c9 07 00 00
d3 07 c7 07 00 00
d5 07 c8 07 00 00
da 07 cb 07 00 00
d5 07 c9 07 00 00
d5 07 c8 07 00 00
d4 07 c7 07 00 00
d6 07 c8 07 00 00
d6 07 c9 07 00 00
d4 07 c8 07 00 00
d9 07 ca 07 00 00
d7 07 ca 07 00 00
d7 07 ca 07 00 00
d7 07 ca 07 00 00
d3 07 c8 07 00 00
d8 07 ca 07 00 00
d8 07 cb 07 00 00
d6 07 ca 07 00 00
d6 07 c9 07 00 00
da 07 cb 07 00 00
db 07 cd 07 00 00
d7 07 cb 07 00 00
d8 07 cb 07 00 00
da 07 cc 07 00 00
d9 07 cc 07 00 00
d8 07 cb 07 00 00
d8 07 cb 07 00 00
da 07 cc 07 00 00
d7 07 cb 07 00 00
d5 07 c9 07 00 00
Notifications stopped.
--- 22
