Notifications started.
3a 07 2d 07 00 00
39 07 2d 07 00 00
35 07 2b 07 00 00
35 07 2a 07 00 00
3a 07 2c 07 00 00
36 07 2b 07 00 00
39 07 2c 07 00 00
3a 07 2d 07 00 00
36 07 2b 07 00 00
39 07 2c 07 00 00
35 07 2a 07 00 00
3c 07 2e 07 00 00
3e 07 30 07 00 00
3b 07 2f 07 00 00
38 07 2d 07 00 00
38 07 2c 07 00 00
3b 07 2e 07 00 00
3f 07 31 07 00 00
3e 07 32 07 00 00
3d 07 31 07 00 00
3f 07 32 07 00 00
3c 07 31 07 00 00
3f 07 32 07 00 00
3e 07 32 07 00 00
3a 07 30 07 00 00
3e 07 31 07 00 00
3c 07 30 07 00 00
42 07 34 07 00 00
3d 07 32 07 00 00
41 07 34 07 00 00
3e 07 33 07 00 00
42 07 35 07 00 00
3e 07 33 07 00 00
41 07 34 07 00 00
3b 07 31 07 00 00
3c 07 30 07 00 00
3f 07 32 07 00 00
40 07 33 07 00 00
3a 07 30 07 00 00
40 07 32 07 00 00
40 07 33 07 00 00
3e 07 32 07 00 00
3a 07 30 07 00 00
39 07 2e 07 00 00
3d 07 30 07 00 00
38 07 2e 07 00 00
42 07 33 07 00 00
39 07 2f 07 00 00
3d 07 30 07 00 00
3d 07 31 07 00 00
37 07 2d 07 00 00
41 07 32 07 00 00
3b 07 30 07 00 00
3a 07 2f 07 00 00
39 07 2e 07 00 00
38 07 2d 07 00 00
38 07 2c 07 00 00
37 07 2b 07 00 00
3f 07 30 07 00 00
3c 07 30 07 00 00
3b 07 2f 07 00 00
38 07 2d 07 00 00
3f 07 31 07 00 00
38 07 2e 07 00 00
3f 07 31 07 00 00
3d 07 31 07 00 00
37 07 2d 07 00 00
39 07 2d 07 00 00
38 07 2c 07 00 00
39 07 2d 07 00 00
3b 07 2e 07 00 00
3a 07 2e 07 00 00
Notifications stopped.
--- 10
Notifications started.
57 07 4d 07 00 00
5a 07 4d 07 00 00
5b 07 4e 07 00 00
5b 07 4e 07 00 00
5b 07 4e 07 00 00
57 07 4c 07 00 00
59 07 4c 07 00 00
58 07 4c 07 00 00
58 07 4c 07 00 00
5d 07 4f 07 00 00
5b 07 4f 07 00 00
5c 07 4f 07 00 00
59 07 4e 07 00 00
5b 07 4e 07 00 00
5e 07 50 07 00 00
5e 07 51 07 00 00
5b 07 50 07 00 00
5a 07 4f 07 00 00
5f 07 51 07 00 00
5d 07 51 07 00 00
5d 07 51 07 00 00
61 07 53 07 00 00
5f 07 53 07 00 00
5e 07 52 07 00 00
61 07 54 07 00 00
5f 07 53 07 00 00
5b 07 50 07 00 00
5a 07 4f 07 00 00
5e 07 51 07 00 00
5f 07 52 07 00 00
60 07 53 07 00 00
5a 07 50 07 00 00
5c 07 50 07 00 00
5f 07 52 07 00 00
5d 07 51 07 00 00
5b 07 50 07 00 00
5f 07 52 07 00 00
5c 07 51 07 00 00
5b 07 50 07 00 00
59 07 4e 07 00 00
5a 07 4e 07 00 00
5b 07 4e 07 00 00
5b 07 4e 07 00 00
60 07 51 07 00 00
5e 07 51 07 00 00
5d 07 51 07 00 00
61 07 53 07 00 00
5b 07 50 07 00 00
5d 07 50 07 00 00
5a 07 4f 07 00 00
5f 07 51 07 00 00
5f 07 52 07 00 00
5a 07 4f 07 00 00
5e 07 51 07 00 00
5d 07 51 07 00 00
5d 07 51 07 00 00
59 07 4e 07 00 00
59 07 4d 07 00 00
5e 07 50 07 00 00
5c 07 50 07 00 00
5d 07 50 07 00 00
5d 07 50 07 00 00
59 07 4e 07 00 00
59 07 4d 07 00 00
57 07 4c 07 00 00
5a 07 4d 07 00 00
5c 07 4f 07 00 00
5d 07 50 07 00 00
61 07 53 07 00 00
60 07 53 07 00 00
64 07 56 07 00 00
61 07 55 07 00 00
61 07 55 07 00 00
68 07 59 07 00 00
60 07 56 07 00 00
5c 07 52 07 00 00
63 07 55 07 00 00
60 07 54 07 00 00
5a 07 50 07 00 00
62 07 53 07 00 00
5d 07 52 07 00 00
5f 07 52 07 00 00
61 07 54 07 00 00
62 07 55 07 00 00
63 07 56 07 00 00
5b 07 52 07 00 00
5c 07 51 07 00 00
61 07 53 07 00 00
5d 07 52 07 00 00
63 07 55 07 00 00
5c 07 52 07 00 00
5e 07 52 07 00 00
60 07 53 07 00 00
5f 07 53 07 00 00
63 07 55 07 00 00
5b 07 51 07 00 00
61 07 53 07 00 00
5d 07 52 07 00 00
5e 07 52 07 00 00
63 07 55 07 00 00
5f 07 54 07 00 00
65 07 57 07 00 00
61 07 56 07 00 00
5e 07 53 07 00 00
5f 07 53 07 00 00
61 07 54 07 00 00
60 07 54 07 00 00
64 07 56 07 00 00
Notifications stopped.
--- 11
Notifications started.
73 07 68 07 00 00
74 07 68 07 00 00
75 07 68 07 00 00
79 07 6b 07 00 00
77 07 6b 07 00 00
7a 07 6d 07 00 00
78 07 6c 07 00 00
73 07 69 07 00 00
77 07 6a 07 00 00
78 07 6b 07 00 00
77 07 6b 07 00 00
79 07 6c 07 00 00
79 07 6c 07 00 00
7b 07 6e 07 00 00
7c 07 6f 07 00 00
79 07 6e 07 00 00
77 07 6c 07 00 00
7c 07 6e 07 00 00
7c 07 6f 07 00 00
80 07 72 07 00 00
79 07 6f 07 00 00
81 07 72 07 00 00
7a 07 6f 07 00 00
7e 07 71 07 00 00
7d 07 71 07 00 00
7b 07 70 07 00 00
7b 07 6f 07 00 00
79 07 6e 07 00 00
7a 07 6e 07 00 00
85 07 74 07 00 00
7e 07 73 07 00 00
7e 07 72 07 00 00
7d 07 71 07 00 00
80 07 73 07 00 00
7e 07 72 07 00 00
7e 07 72 07 00 00
80 07 73 07 00 00
83 07 75 07 00 00
7f 07 74 07 00 00
83 07 76 07 00 00
7e 07 73 07 00 00
81 07 74 07 00 00
7f 07 73 07 00 00
7f 07 73 07 00 00
7f 07 73 07 00 00
7e 07 72 07 00 00
7e 07 72 07 00 00
7d 07 71 07 00 00
81 07 73 07 00 00
81 07 74 07 00 00
7f 07 73 07 00 00
82 07 75 07 00 00
81 07 75 07 00 00
81 07 75 07 00 00
83 07 76 07 00 00
7e 07 73 07 00 00
82 07 75 07 00 00
7d 07 72 07 00 00
84 07 75 07 00 00
84 07 77 07 00 00
84 07 77 07 00 00
7e 07 74 07 00 00
83 07 76 07 00 00
83 07 76 07 00 00
81 07 75 07 00 00
7f 07 74 07 00 00
81 07 74 07 00 00
85 07 77 07 00 00
7f 07 74 07 00 00
84 07 76 07 00 00
86 07 78 07 00 00
83 07 77 07 00 00
7e 07 74 07 00 00
7e 07 73 07 00 00
7f 07 73 07 00 00
7a 07 70 07 00 00
7b 07 6f 07 00 00
7e 07 71 07 00 00
7f 07 72 07 00 00
7c 07 71 07 00 00
80 07 73 07 00 00
7d 07 72 07 00 00
7f 07 72 07 00 00
7c 07 71 07 00 00
7b 07 70 07 00 00
7e 07 71 07 00 00
7d 07 71 07 00 00
7a 07 6f 07 00 00
80 07 72 07 00 00
7d 07 71 07 00 00
80 07 73 07 00 00
7f 07 73 07 00 00
7e 07 72 07 00 00
7d 07 71 07 00 00
7e 07 71 07 00 00
7c 07 70 07 00 00
80 07 72 07 00 00
81 07 74 07 00 00
82 07 75 07 00 00
7e 07 73 07 00 00
81 07 74 07 00 00
7d 07 72 07 00 00
7d 07 71 07 00 00
81 07 73 07 00 00
7f 07 73 07 00 00
7c 07 71 07 00 00
7f 07 72 07 00 00
7f 07 72 07 00 00
81 07 74 07 00 00
7e 07 73 07 00 00
7c 07 71 07 00 00
7d 07 71 07 00 00
7f 07 72 07 00 00
7e 07 72 07 00 00
7d 07 71 07 00 00
7e 07 71 07 00 00
81 07 73 07 00 00
7e 07 72 07 00 00
78 07 6e 07 00 00
7d 07 70 07 00 00
81 07 73 07 00 00
7f 07 73 07 00 00
Notifications stopped.
--- 12
Notifications started.
8d 07 81 07 00 00
8d 07 81 07 00 00
8c 07 80 07 00 00
8e 07 81 07 00 00
8f 07 82 07 00 00
8d 07 81 07 00 00
92 07 84 07 00 00
90 07 84 07 00 00
90 07 84 07 00 00
8e 07 82 07 00 00
8b 07 80 07 00 00
8e 07 81 07 00 00
8c 07 80 07 00 00
90 07 82 07 00 00
8f 07 82 07 00 00
8c 07 80 07 00 00
8f 07 81 07 00 00
8f 07 82 07 00 00
91 07 83 07 00 00
8d 07 81 07 00 00
8a 07 7f 07 00 00
92 07 83 07 00 00
8d 07 81 07 00 00
92 07 84 07 00 00
8d 07 82 07 00 00
8a 07 7f 07 00 00
8b 07 7f 07 00 00
8e 07 80 07 00 00
90 07 82 07 00 00
8b 07 80 07 00 00
8c 07 80 07 00 00
8a 07 7e 07 00 00
8a 07 7e 07 00 00
8b 07 7e 07 00 00
8e 07 80 07 00 00
8d 07 80 07 00 00
8c 07 80 07 00 00
8f 07 81 07 00 00
90 07 82 07 00 00
8f 07 82 07 00 00
8d 07 81 07 00 00
90 07 82 07 00 00
92 07 84 07 00 00
90 07 84 07 00 00
8f 07 83 07 00 00
93 07 85 07 00 00
90 07 84 07 00 00
8c 07 81 07 00 00
8c 07 80 07 00 00
91 07 83 07 00 00
92 07 84 07 00 00
8f 07 83 07 00 00
8c 07 81 07 00 00
8e 07 81 07 00 00
8f 07 82 07 00 00
90 07 83 07 00 00
91 07 84 07 00 00
91 07 84 07 00 00
95 07 87 07 00 00
90 07 85 07 00 00
90 07 84 07 00 00
95 07 87 07 00 00
92 07 86 07 00 00
8f 07 84 07 00 00
91 07 84 07 00 00
91 07 84 07 00 00
91 07 84 07 00 00
94 07 86 07 00 00
91 07 85 07 00 00
94 07 86 07 00 00
95 07 87 07 00 00
95 07 88 07 00 00
96 07 89 07 00 00
9a 07 8c 07 00 00
98 07 8c 07 00 00
97 07 8b 07 00 00
95 07 89 07 00 00
95 07 89 07 00 00
97 07 8a 07 00 00
9a 07 8c 07 00 00
9a 07 8d 07 00 00
99 07 8d 07 00 00
99 07 8d 07 00 00
9c 07 8e 07 00 00
9e 07 90 07 00 00
96 07 8c 07 00 00
97 07 8b 07 00 00
9a 07 8c 07 00 00
9a 07 8d 07 00 00
95 07 8a 07 00 00
96 07 8a 07 00 00
9b 07 8d 07 00 00
9b 07 8e 07 00 00
9a 07 8e 07 00 00
95 07 8b 07 00 00
9a 07 8c 07 00 00
9a 07 8d 07 00 00
96 07 8b 07 00 00
98 07 8b 07 00 00
95 07 89 07 00 00
94 07 88 07 00 00
96 07 89 07 00 00
96 07 89 07 00 00
99 07 8b 07 00 00
9d 07 8e 07 00 00
9e 07 90 07 00 00
9d 07 90 07 00 00
9e 07 91 07 00 00
a0 07 92 07 00 00
9d 07 91 07 00 00
9d 07 91 07 00 00
9c 07 90 07 00 00
9f 07 91 07 00 00
9f 07 92 07 00 00
9a 07 8f 07 00 00
9d 07 90 07 00 00
9e 07 91 07 00 00
9e 07 91 07 00 00
9d 07 91 07 00 00
9e 07 91 07 00 00
a0 07 92 07 00 00
a5 07 96 07 00 00
a0 07 94 07 00 00
9f 07 93 07 00 00
a1 07 94 07 00 00
9f 07 93 07 00 00
9b 07 90 07 00 00
9e 07 91 07 00 00
a0 07 92 07 00 00
9c 07 90 07 00 00
9e 07 91 07 00 00
9d 07 91 07 00 00
a0 07 92 07 00 00
9c 07 90 07 00 00
9c 07 90 07 00 00
9b 07 8f 07 00 00
98 07 8d 07 00 00
9b 07 8e 07 00 00
9c 07 8f 07 00 00
99 07 8d 07 00 00
97 07 8b 07 00 00
99 07 8c 07 00 00
Notifications stopped.
--- 13
Notifications started.
9a 07 8f 07 00 00
9c 07 8f 07 00 00
a0 07 92 07 00 00
9d 07 91 07 00 00
9c 07 90 07 00 00
9d 07 90 07 00 00
9d 07 90 07 00 00
9d 07 90 07 00 00
9e 07 91 07 00 00
9d 07 91 07 00 00
9e 07 91 07 00 00
9c 07 90 07 00 00
99 07 8e 07 00 00
9b 07 8e 07 00 00
9b 07 8e 07 00 00
9b 07 8e 07 00 00
9b 07 8e 07 00 00
9e 07 90 07 00 00
9c 07 90 07 00 00
9f 07 91 07 00 00
a0 07 92 07 00 00
9e 07 92 07 00 00
9c 07 90 07 00 00
99 07 8e 07 00 00
9a 07 8e 07 00 00
9c 07 8f 07 00 00
9f 07 91 07 00 00
a0 07 92 07 00 00
9e 07 92 07 00 00
9f 07 92 07 00 00
9f 07 92 07 00 00
9b 07 90 07 00 00
9b 07 8f 07 00 00
9c 07 8f 07 00 00
9b 07 8f 07 00 00
9d 07 90 07 00 00
a0 07 92 07 00 00
9f 07 92 07 00 00
a1 07 93 07 00 00
a2 07 94 07 00 00
9c 07 91 07 00 00
9e 07 91 07 00 00
9f 07 92 07 00 00
9e 07 92 07 00 00
a2 07 94 07 00 00
9f 07 93 07 00 00
a0 07 93 07 00 00
a0 07 93 07 00 00
9e 07 92 07 00 00
a1 07 93 07 00 00
a1 07 94 07 00 00
9d 07 92 07 00 00
a0 07 93 07 00 00
a2 07 94 07 00 00
a3 07 95 07 00 00
a5 07 97 07 00 00
a2 07 96 07 00 00
a0 07 94 07 00 00
a0 07 94 07 00 00
9e 07 92 07 00 00
a1 07 93 07 00 00
a3 07 95 07 00 00
9c 07 92 07 00 00
a0 07 93 07 00 00
9c 07 91 07 00 00
a1 07 93 07 00 00
a1 07 94 07 00 00
9e 07 92 07 00 00
9f 07 92 07 00 00
9d 07 91 07 00 00
9f 07 92 07 00 00
9f 07 92 07 00 00
9e 07 92 07 00 00
9d 07 91 07 00 00
9d 07 91 07 00 00
a0 07 92 07 00 00
9c 07 90 07 00 00
a1 07 93 07 00 00
a0 07 93 07 00 00
9e 07 92 07 00 00
a0 07 93 07 00 00
a3 07 95 07 00 00
a3 07 96 07 00 00
a2 07 96 07 00 00
a1 07 95 07 00 00
a3 07 96 07 00 00
9e 07 93 07 00 00
9f 07 93 07 00 00
a4 07 96 07 00 00
9f 07 94 07 00 00
a3 07 95 07 00 00
a3 07 96 07 00 00
a0 07 94 07 00 00
a3 07 95 07 00 00
a4 07 96 07 00 00
a1 07 95 07 00 00
a3 07 96 07 00 00
a6 07 98 07 00 00
a7 07 99 07 00 00
a3 07 97 07 00 00
a6 07 98 07 00 00
a4 07 98 07 00 00
a4 07 98 07 00 00
9f 07 95 07 00 00
9d 07 92 07 00 00
9f 07 92 07 00 00
a1 07 93 07 00 00
a3 07 95 07 00 00
a0 07 94 07 00 00
a3 07 95 07 00 00
9f 07 93 07 00 00
a1 07 94 07 00 00
9f 07 93 07 00 00
9f 07 93 07 00 00
a0 07 93 07 00 00
9f 07 93 07 00 00
9d 07 91 07 00 00
9d 07 91 07 00 00
9d 07 91 07 00 00
9d 07 91 07 00 00
9e 07 91 07 00 00
9c 07 90 07 00 00
a1 07 93 07 00 00
9f 07 93 07 00 00
9d 07 91 07 00 00
a1 07 93 07 00 00
a1 07 94 07 00 00
Notifications stopped.
--- 14
Notifications started.
c3 07 b4 07 00 00
bb 07 b0 07 00 00
bf 07 b1 07 00 00
c4 07 b5 07 00 00
c3 07 b6 07 00 00
c2 07 b5 07 00 00
c7 07 b8 07 00 00
c1 07 b6 07 00 00
c4 07 b7 07 00 00
c5 07 b8 07 00 00
c9 07 ba 07 00 00
c8 07 bb 07 00 00
ca 07 bc 07 00 00
c8 07 bb 07 00 00
c6 07 ba 07 00 00
c9 07 bb 07 00 00
c7 07 ba 07 00 00
ca 07 bc 07 00 00
ca 07 bd 07 00 00
d0 07 c1 07 00 00
ce 07 c1 07 00 00
cf 07 c2 07 00 00
d0 07 c3 07 00 00
ce 07 c2 07 00 00
ce 07 c1 07 00 00
d1 07 c3 07 00 00
ce 07 c2 07 00 00
d0 07 c3 07 00 00
d6 07 c7 07 00 00
d7 07 c9 07 00 00
d5 07 c8 07 00 00
d3 07 c7 07 00 00
d0 07 c5 07 00 00
d4 07 c6 07 00 00
cd 07 c2 07 00 00
cf 07 c2 07 00 00
d1 07 c3 07 00 00
d2 07 c4 07 00 00
d6 07 c7 07 00 00
d5 07 c8 07 00 00
d1 07 c6 07 00 00
d4 07 c7 07 00 00
d0 07 c5 07 00 00
d1 07 c4 07 00 00
d3 07 c5 07 00 00
cf 07 c3 07 00 00
cd 07 c1 07 00 00
ce 07 c1 07 00 00
cc 07 c0 07 00 00
cb 07 bf 07 00 00
cc 07 bf 07 00 00
d2 07 c3 07 00 00
c9 07 bf 07 00 00
cb 07 be 07 00 00
ca 07 bd 07 00 00
ca 07 bd 07 00 00
c9 07 bc 07 00 00
c8 07 bb 07 00 00
c3 07 b8 07 00 00
c5 07 b8 07 00 00
c5 07 b8 07 00 00
c7 07 b9 07 00 00
c5 07 b8 07 00 00
c4 07 b7 07 00 00
c1 07 b5 07 00 00
c1 07 b4 07 00 00
c0 07 b3 07 00 00
c0 07 b3 07 00 00
c2 07 b4 07 00 00
c5 07 b6 07 00 00
c2 07 b5 07 00 00
c0 07 b4 07 00 00
be 07 b2 07 00 00
bd 07 b1 07 00 00
ba 07 af 07 00 00
c1 07 b2 07 00 00
be 07 b1 07 00 00
bb 07 af 07 00 00
bb 07 ae 07 00 00
ba 07 ad 07 00 00
b7 07 ab 07 00 00
b7 07 ab 07 00 00
b8 07 ab 07 00 00
b9 07 ac 07 00 00
bc 07 ae 07 00 00
b7 07 ac 07 00 00
bd 07 ae 07 00 00
ba 07 ad 07 00 00
b9 07 ac 07 00 00
bd 07 ae 07 00 00
ba 07 ad 07 00 00
bb 07 ae 07 00 00
bc 07 af 07 00 00
b6 07 ac 07 00 00
b9 07 ac 07 00 00
b8 07 ac 07 00 00
b5 07 aa 07 00 00
b9 07 ab 07 00 00
b6 07 aa 07 00 00
b7 07 aa 07 00 00
b6 07 aa 07 00 00
b8 07 ab 07 00 00
b8 07 ab 07 00 00
b6 07 aa 07 00 00
b6 07 aa 07 00 00
b5 07 a9 07 00 00
b5 07 a9 07 00 00
b0 07 a6 07 00 00
b6 07 a8 07 00 00
b6 07 a9 07 00 00
b5 07 a9 07 00 00
b3 07 a7 07 00 00
bc 07 ac 07 00 00
b2 07 a8 07 00 00
b0 07 a5 07 00 00
b3 07 a6 07 00 00
b2 07 a6 07 00 00
ae 07 a3 07 00 00
b0 07 a3 07 00 00
b0 07 a3 07 00 00
b4 07 a6 07 00 00
b0 07 a4 07 00 00
ae 07 a2 07 00 00
b3 07 a5 07 00 00
b3 07 a6 07 00 00
af 07 a4 07 00 00
Notifications stopped.
--- 15
Notifications started.
bc 07 ad 07 00 00
b5 07 aa 07 00 00
b9 07 ab 07 00 00
b9 07 ac 07 00 00
b9 07 ac 07 00 00
b9 07 ac 07 00 00
b6 07 aa 07 00 00
b7 07 aa 07 00 00
b6 07 aa 07 00 00
b7 07 aa 07 00 00
b8 07 ab 07 00 00
b5 07 a9 07 00 00
b5 07 a9 07 00 00
b6 07 a9 07 00 00
b6 07 a9 07 00 00
ba 07 ac 07 00 00
b7 07 ab 07 00 00
b6 07 aa 07 00 00
b5 07 a9 07 00 00
ba 07 ac 07 00 00
b2 07 a8 07 00 00
b3 07 a7 07 00 00
b4 07 a7 07 00 00
b7 07 a9 07 00 00
b8 07 aa 07 00 00
bb 07 ac 07 00 00
b8 07 ac 07 00 00
b5 07 aa 07 00 00
b3 07 a8 07 00 00
b5 07 a8 07 00 00
b3 07 a7 07 00 00
ba 07 ab 07 00 00
b9 07 ac 07 00 00
b8 07 ac 07 00 00
ba 07 ad 07 00 00
b7 07 ab 07 00 00
b4 07 a9 07 00 00
b5 07 a9 07 00 00
b5 07 a9 07 00 00
bb 07 ac 07 00 00
b4 07 a9 07 00 00
b5 07 a9 07 00 00
b5 07 a9 07 00 00
b3 07 a7 07 00 00
b4 07 a7 07 00 00
b3 07 a7 07 00 00
b3 07 a7 07 00 00
b8 07 aa 07 00 00
b4 07 a8 07 00 00
b3 07 a7 07 00 00
b7 07 a9 07 00 00
b5 07 a9 07 00 00
b9 07 ab 07 00 00
b6 07 aa 07 00 00
b3 07 a8 07 00 00
b6 07 a9 07 00 00
b6 07 a9 07 00 00
b3 07 a7 07 00 00
b2 07 a6 07 00 00
b5 07 a7 07 00 00
b2 07 a6 07 00 00
b3 07 a6 07 00 00
b4 07 a7 07 00 00
b6 07 a8 07 00 00
b7 07 a9 07 00 00
b7 07 aa 07 00 00
b1 07 a7 07 00 00
b4 07 a7 07 00 00
b8 07 aa 07 00 00
b5 07 a9 07 00 00
b3 07 a7 07 00 00
b4 07 a7 07 00 00
b6 07 a8 07 00 00
b9 07 ab 07 00 00
b7 07 ab 07 00 00
b6 07 aa 07 00 00
b8 07 ab 07 00 00
b9 07 ac 07 00 00
b4 07 a9 07 00 00
b9 07 ab 07 00 00
b8 07 ab 07 00 00
b4 07 a9 07 00 00
b4 07 a8 07 00 00
bb 07 ac 07 00 00
b6 07 aa 07 00 00
b4 07 a8 07 00 00
ba 07 ab 07 00 00
ba 07 ac 07 00 00
bb 07 ad 07 00 00
b9 07 ac 07 00 00
b5 07 aa 07 00 00
bb 07 ac 07 00 00
bd 07 ae 07 00 00
b9 07 ad 07 00 00
b7 07 ab 07 00 00
b6 07 aa 07 00 00
bb 07 ac 07 00 00
b6 07 aa 07 00 00
b6 07 aa 07 00 00
b9 07 ab 07 00 00
b7 07 ab 07 00 00
b7 07 ab 07 00 00
ba 07 ac 07 00 00
b9 07 ac 07 00 00
b9 07 ac 07 00 00
b5 07 aa 07 00 00
b7 07 aa 07 00 00
b5 07 a9 07 00 00
b9 07 ab 07 00 00
b7 07 ab 07 00 00
b4 07 a9 07 00 00
b4 07 a8 07 00 00
b4 07 a8 07 00 00
b2 07 a6 07 00 00
b4 07 a7 07 00 00
b5 07 a8 07 00 00
bb 07 ac 07 00 00
b6 07 aa 07 00 00
bb 07 ac 07 00 00
ba 07 ad 07 00 00
b5 07 aa 07 00 00
Notifications stopped.
--- 16
Notifications started.
bf 07 b3 07 00 00
be 07 b2 07 00 00
ba 07 af 07 00 00
ba 07 ae 07 00 00
bf 07 b0 07 00 00
bd 07 b0 07 00 00
bb 07 af 07 00 00
ba 07 ae 07 00 00
bd 07 af 07 00 00
ba 07 ae 07 00 00
bd 07 af 07 00 00
bc 07 af 07 00 00
bd 07 b0 07 00 00
bf 07 b1 07 00 00
bc 07 b0 07 00 00
b9 07 ae 07 00 00
ba 07 ad 07 00 00
bb 07 ae 07 00 00
bf 07 b0 07 00 00
ba 07 ae 07 00 00
b9 07 ad 07 00 00
b9 07 ac 07 00 00
bc 07 ae 07 00 00
bc 07 af 07 00 00
bd 07 b0 07 00 00
bd 07 b0 07 00 00
bb 07 af 07 00 00
bf 07 b1 07 00 00
bb 07 af 07 00 00
b8 07 ad 07 00 00
b9 07 ac 07 00 00
b6 07 aa 07 00 00
ba 07 ac 07 00 00
b8 07 ac 07 00 00
b8 07 ac 07 00 00
b9 07 ac 07 00 00
b6 07 aa 07 00 00
b6 07 aa 07 00 00
bc 07 ad 07 00 00
ba 07 ad 07 00 00
bb 07 ae 07 00 00
bb 07 ae 07 00 00
b9 07 ad 07 00 00
b7 07 ab 07 00 00
be 07 af 07 00 00
be 07 b0 07 00 00
bb 07 af 07 00 00
bd 07 b0 07 00 00
bb 07 af 07 00 00
b8 07 ad 07 00 00
b9 07 ac 07 00 00
bb 07 ad 07 00 00
b8 07 ac 07 00 00
bc 07 ae 07 00 00
b9 07 ad 07 00 00
bc 07 ae 07 00 00
ba 07 ad 07 00 00
b7 07 ab 07 00 00
bd 07 ae 07 00 00
ba 07 ad 07 00 00
be 07 af 07 00 00
bb 07 ae 07 00 00
ba 07 ad 07 00 00
bf 07 b0 07 00 00
b9 07 ae 07 00 00
ba 07 ad 07 00 00
be 07 af 07 00 00
bc 07 af 07 00 00
bc 07 af 07 00 00
ba 07 ae 07 00 00
bc 07 af 07 00 00
bc 07 af 07 00 00
be 07 b0 07 00 00
c3 07 b4 07 00 00
be 07 b2 07 00 00
ba 07 af 07 00 00
be 07 b0 07 00 00
be 07 b1 07 00 00
c1 07 b3 07 00 00
c0 07 b3 07 00 00
ba 07 af 07 00 00
ba 07 ae 07 00 00
bc 07 af 07 00 00
bb 07 ae 07 00 00
c0 07 b1 07 00 00
c0 07 b2 07 00 00
be 07 b1 07 00 00
bf 07 b2 07 00 00
bd 07 b1 07 00 00
bd 07 b0 07 00 00
ba 07 ae 07 00 00
b9 07 ad 07 00 00
bc 07 ae 07 00 00
bf 07 b0 07 00 00
bb 07 af 07 00 00
c1 07 b2 07 00 00
ba 07 af 07 00 00
be 07 b0 07 00 00
ba 07 ae 07 00 00
b7 07 ac 07 00 00
b9 07 ac 07 00 00
be 07 af 07 00 00
bb 07 ae 07 00 00
bc 07 af 07 00 00
bf 07 b1 07 00 00
c0 07 b2 07 00 00
bf 07 b2 07 00 00
be 07 b1 07 00 00
bf 07 b2 07 00 00
b9 07 ae 07 00 00
be 07 b0 07 00 00
bc 07 af 07 00 00
b9 07 ad 07 00 00
bd 07 af 07 00 00
bc 07 af 07 00 00
b9 07 ad 07 00 00
bd 07 af 07 00 00
b9 07 ad 07 00 00
b7 07 ab 07 00 00
b7 07 ab 07 00 00
b8 07 ab 07 00 00
b6 07 aa 07 00 00
b9 07 ab 07 00 00
b5 07 a9 07 00 00
Notifications stopped.
--- 17
Notifications started.
ba 07 ad 07 00 00
bc 07 ae 07 00 00
bd 07 af 07 00 00
b9 07 ad 07 00 00
bc 07 ae 07 00 00
bd 07 af 07 00 00
be 07 b0 07 00 00
bb 07 af 07 00 00
bb 07 ae 07 00 00
c1 07 b2 07 00 00
bf 07 b2 07 00 00
bb 07 b0 07 00 00
ba 07 ae 07 00 00
ba 07 ad 07 00 00
b7 07 ab 07 00 00
be 07 af 07 00 00
bb 07 ae 07 00 00
bc 07 af 07 00 00
bf 07 b1 07 00 00
bd 07 b0 07 00 00
bd 07 b0 07 00 00
bf 07 b1 07 00 00
bd 07 b0 07 00 00
bf 07 b1 07 00 00
c8 07 b7 07 00 00
bc 07 b2 07 00 00
be 07 b1 07 00 00
c5 07 b5 07 00 00
c2 07 b5 07 00 00
c4 07 b6 07 00 00
bf 07 b4 07 00 00
bf 07 b3 07 00 00
c0 07 b3 07 00 00
c1 07 b4 07 00 00
c3 07 b5 07 00 00
c1 07 b4 07 00 00
c4 07 b6 07 00 00
c2 07 b5 07 00 00
c2 07 b5 07 00 00
be 07 b3 07 00 00
c1 07 b4 07 00 00
c1 07 b4 07 00 00
c5 07 b6 07 00 00
c2 07 b5 07 00 00
c4 07 b6 07 00 00
c4 07 b7 07 00 00
c3 07 b6 07 00 00
c3 07 b6 07 00 00
c2 07 b5 07 00 00
c7 07 b8 07 00 00
c6 07 b9 07 00 00
c7 07 ba 07 00 00
c6 07 b9 07 00 00
c6 07 b9 07 00 00
c9 07 bb 07 00 00
c3 07 b8 07 00 00
c0 07 b5 07 00 00
c4 07 b6 07 00 00
c4 07 b7 07 00 00
c3 07 b6 07 00 00
c6 07 b8 07 00 00
c6 07 b9 07 00 00
c1 07 b6 07 00 00
c8 07 b9 07 00 00
c5 07 b8 07 00 00
c2 07 b6 07 00 00
c6 07 b8 07 00 00
c6 07 b9 07 00 00
c6 07 b9 07 00 00
c5 07 b8 07 00 00
c2 07 b6 07 00 00
c4 07 b7 07 00 00
c1 07 b5 07 00 00
c3 07 b6 07 00 00
c7 07 b8 07 00 00
c9 07 ba 07 00 00
c4 07 b8 07 00 00
c7 07 b9 07 00 00
c7 07 ba 07 00 00
c7 07 ba 07 00 00
c3 07 b8 07 00 00
c2 07 b6 07 00 00
c4 07 b7 07 00 00
c6 07 b8 07 00 00
c8 07 ba 07 00 00
c3 07 b8 07 00 00
cb 07 bc 07 00 00
c9 07 bc 07 00 00
ce 07 bf 07 00 00
cb 07 be 07 00 00
d0 07 c1 07 00 00
d3 07 c4 07 00 00
cd 07 c2 07 00 00
